O [99, 98]
E [49, 47]
E [49, 46]
E [49, 45]
E [49, 44]
E [49, 43]
E [49, 42]
E [49, 41]
E [49, 40]
E [49, 39]
E [49, 38]
E [49, 37]
E [49, 36]
E [49, 35]
E [49, 34]
E [49, 33]
E [49, 32]
E [49, 31]
E [49, 30]
E [49, 29]
E [49, 28]
E [49, 27]
E [49, 26]
E [49, 25]
E [49, 24]
E [49, 23]
E [49, 22]
E [49, 21]
E [49, 20]
E [49, 19]
E [49, 18]
E [49, 17]
E [49, 16]
E [49, 15]
E [49, 14]
E [49, 13]
E [49, 12]
E [49, 11]
E [49, 10]
E [49, 9]
E [49, 8]
E [49, 7]
E [49, 6]
E [49, 5]
E [49, 4]
E [49, 3]
E [49, 2]
C [48, 2]
D [48, 3]
D [48, 4]
D [48, 5]
D [48, 6]
D [48, 7]
D [48, 8]
D [48, 9]
D [48, 10]
D [48, 11]
D [48, 12]
D [48, 13]
D [48, 14]
D [48, 15]
D [48, 16]
D [48, 17]
D [48, 18]
D [48, 19]
D [48, 20]
D [48, 21]
D [48, 22]
D [48, 23]
D [48, 24]
D [48, 25]
D [48, 26]
D [48, 27]
D [48, 28]
D [48, 29]
D [48, 30]
D [48, 31]
D [48, 32]
D [48, 33]
D [48, 34]
D [48, 35]
D [48, 36]
D [48, 37]
D [48, 38]
D [48, 39]
D [48, 40]
D [48, 41]
D [48, 42]
D [48, 43]
D [48, 44]
D [48, 45]
D [48, 46]
D [48, 47]
D [48, 48]
D [48, 49]
D [48, 50]
D [48, 51]
D [48, 52]
D [48, 53]
D [48, 54]
D [48, 55]
D [48, 56]
D [48, 57]
D [48, 58]
D [48, 59]
D [48, 60]
D [48, 61]
D [48, 62]
D [48, 63]
D [48, 64]
D [48, 65]
D [48, 66]
D [48, 67]
D [48, 68]
D [48, 69]
D [48, 70]
D [48, 71]
D [48, 72]
D [48, 73]
D [48, 74]
D [48, 75]
D [48, 76]
D [48, 77]
D [48, 78]
D [48, 79]
D [48, 80]
D [48, 81]
D [48, 82]
D [48, 83]
D [48, 84]
D [48, 85]
D [48, 86]
D [48, 87]
D [48, 88]
D [48, 89]
D [48, 90]
D [48, 91]
D [48, 92]
D [48, 93]
D [48, 94]
D [48, 95]
D [48, 96]
D [48, 97]
C [47, 97]
E [47, 96]
E [47, 95]
E [47, 94]
E [47, 93]
E [47, 92]
E [47, 91]
E [47, 90]
E [47, 89]
E [47, 88]
E [47, 87]
E [47, 86]
E [47, 85]
E [47, 84]
E [47, 83]
E [47, 82]
E [47, 81]
E [47, 80]
E [47, 79]
E [47, 78]
E [47, 77]
E [47, 76]
E [47, 75]
E [47, 74]
E [47, 73]
E [47, 72]
E [47, 71]
E [47, 70]
E [47, 69]
E [47, 68]
E [47, 67]
E [47, 66]
E [47, 65]
E [47, 64]
E [47, 63]
E [47, 62]
E [47, 61]
E [47, 60]
E [47, 59]
E [47, 58]
E [47, 57]
E [47, 56]
E [47, 55]
E [47, 54]
E [47, 53]
E [47, 52]
E [47, 51]
E [47, 50]
E [47, 49]
E [47, 48]
E [47, 47]
E [47, 46]
E [47, 45]
E [47, 44]
E [47, 43]
E [47, 42]
E [47, 41]
E [47, 40]
E [47, 39]
E [47, 38]
E [47, 37]
E [47, 36]
E [47, 35]
E [47, 34]
E [47, 33]
E [47, 32]
E [47, 31]
E [47, 30]
E [47, 29]
E [47, 28]
E [47, 27]
E [47, 26]
E [47, 25]
E [47, 24]
E [47, 23]
E [47, 22]
E [47, 21]
E [47, 20]
E [47, 19]
E [47, 18]
E [47, 17]
E [47, 16]
E [47, 15]
E [47, 14]
E [47, 13]
E [47, 12]
E [47, 11]
E [47, 10]
E [47, 9]
E [47, 8]
E [47, 7]
E [47, 6]
E [47, 5]
E [47, 4]
E [47, 3]
E [47, 2]
C [46, 2]
D [46, 3]
D [46, 4]
D [46, 5]
D [46, 6]
D [46, 7]
D [46, 8]
D [46, 9]
D [46, 10]
D [46, 11]
D [46, 12]
D [46, 13]
D [46, 14]
D [46, 15]
D [46, 16]
D [46, 17]
D [46, 18]
D [46, 19]
D [46, 20]
D [46, 21]
D [46, 22]
D [46, 23]
D [46, 24]
D [46, 25]
D [46, 26]
D [46, 27]
D [46, 28]
D [46, 29]
D [46, 30]
D [46, 31]
D [46, 32]
D [46, 33]
D [46, 34]
D [46, 35]
D [46, 36]
D [46, 37]
D [46, 38]
D [46, 39]
D [46, 40]
D [46, 41]
D [46, 42]
D [46, 43]
D [46, 44]
D [46, 45]
D [46, 46]
D [46, 47]
D [46, 48]
D [46, 49]
D [46, 50]
D [46, 51]
D [46, 52]
D [46, 53]
D [46, 54]
D [46, 55]
D [46, 56]
D [46, 57]
D [46, 58]
D [46, 59]
D [46, 60]
D [46, 61]
D [46, 62]
D [46, 63]
D [46, 64]
D [46, 65]
D [46, 66]
D [46, 67]
D [46, 68]
D [46, 69]
D [46, 70]
D [46, 71]
D [46, 72]
D [46, 73]
D [46, 74]
D [46, 75]
D [46, 76]
D [46, 77]
D [46, 78]
D [46, 79]
D [46, 80]
D [46, 81]
D [46, 82]
D [46, 83]
D [46, 84]
D [46, 85]
D [46, 86]
D [46, 87]
D [46, 88]
D [46, 89]
D [46, 90]
D [46, 91]
D [46, 92]
D [46, 93]
D [46, 94]
D [46, 95]
D [46, 96]
D [46, 97]
C [45, 97]
E [45, 96]
E [45, 95]
E [45, 94]
E [45, 93]
E [45, 92]
E [45, 91]
E [45, 90]
E [45, 89]
E [45, 88]
E [45, 87]
E [45, 86]
E [45, 85]
E [45, 84]
E [45, 83]
E [45, 82]
E [45, 81]
E [45, 80]
E [45, 79]
E [45, 78]
E [45, 77]
E [45, 76]
E [45, 75]
E [45, 74]
E [45, 73]
E [45, 72]
E [45, 71]
E [45, 70]
E [45, 69]
E [45, 68]
E [45, 67]
E [45, 66]
E [45, 65]
E [45, 64]
E [45, 63]
E [45, 62]
E [45, 61]
E [45, 60]
E [45, 59]
E [45, 58]
E [45, 57]
E [45, 56]
E [45, 55]
E [45, 54]
E [45, 53]
E [45, 52]
E [45, 51]
E [45, 50]
E [45, 49]
E [45, 48]
E [45, 47]
E [45, 46]
E [45, 45]
E [45, 44]
E [45, 43]
E [45, 42]
E [45, 41]
E [45, 40]
E [45, 39]
E [45, 38]
E [45, 37]
E [45, 36]
E [45, 35]
E [45, 34]
E [45, 33]
E [45, 32]
E [45, 31]
E [45, 30]
E [45, 29]
E [45, 28]
E [45, 27]
E [45, 26]
E [45, 25]
E [45, 24]
E [45, 23]
E [45, 22]
E [45, 21]
E [45, 20]
E [45, 19]
E [45, 18]
E [45, 17]
E [45, 16]
E [45, 15]
E [45, 14]
E [45, 13]
E [45, 12]
E [45, 11]
E [45, 10]
E [45, 9]
E [45, 8]
E [45, 7]
E [45, 6]
E [45, 5]
E [45, 4]
E [45, 3]
E [45, 2]
C [44, 2]
D [44, 3]
D [44, 4]
D [44, 5]
D [44, 6]
D [44, 7]
D [44, 8]
D [44, 9]
D [44, 10]
D [44, 11]
D [44, 12]
D [44, 13]
D [44, 14]
D [44, 15]
D [44, 16]
D [44, 17]
D [44, 18]
D [44, 19]
D [44, 20]
D [44, 21]
D [44, 22]
D [44, 23]
D [44, 24]
D [44, 25]
D [44, 26]
D [44, 27]
D [44, 28]
D [44, 29]
D [44, 30]
D [44, 31]
D [44, 32]
D [44, 33]
D [44, 34]
D [44, 35]
D [44, 36]
D [44, 37]
D [44, 38]
D [44, 39]
D [44, 40]
D [44, 41]
D [44, 42]
D [44, 43]
D [44, 44]
D [44, 45]
D [44, 46]
D [44, 47]
D [44, 48]
D [44, 49]
D [44, 50]
D [44, 51]
D [44, 52]
D [44, 53]
D [44, 54]
D [44, 55]
D [44, 56]
D [44, 57]
D [44, 58]
D [44, 59]
D [44, 60]
D [44, 61]
D [44, 62]
D [44, 63]
D [44, 64]
D [44, 65]
D [44, 66]
D [44, 67]
D [44, 68]
D [44, 69]
D [44, 70]
D [44, 71]
D [44, 72]
D [44, 73]
D [44, 74]
D [44, 75]
D [44, 76]
D [44, 77]
D [44, 78]
D [44, 79]
D [44, 80]
D [44, 81]
D [44, 82]
D [44, 83]
D [44, 84]
D [44, 85]
D [44, 86]
D [44, 87]
D [44, 88]
D [44, 89]
D [44, 90]
D [44, 91]
D [44, 92]
D [44, 93]
D [44, 94]
D [44, 95]
D [44, 96]
D [44, 97]
C [43, 97]
E [43, 96]
E [43, 95]
E [43, 94]
E [43, 93]
E [43, 92]
E [43, 91]
E [43, 90]
E [43, 89]
E [43, 88]
E [43, 87]
E [43, 86]
E [43, 85]
E [43, 84]
E [43, 83]
E [43, 82]
E [43, 81]
E [43, 80]
E [43, 79]
E [43, 78]
E [43, 77]
E [43, 76]
E [43, 75]
E [43, 74]
E [43, 73]
E [43, 72]
E [43, 71]
E [43, 70]
E [43, 69]
E [43, 68]
E [43, 67]
E [43, 66]
E [43, 65]
E [43, 64]
E [43, 63]
E [43, 62]
E [43, 61]
E [43, 60]
E [43, 59]
E [43, 58]
E [43, 57]
E [43, 56]
E [43, 55]
E [43, 54]
E [43, 53]
E [43, 52]
E [43, 51]
E [43, 50]
E [43, 49]
E [43, 48]
E [43, 47]
E [43, 46]
E [43, 45]
E [43, 44]
E [43, 43]
E [43, 42]
E [43, 41]
E [43, 40]
E [43, 39]
E [43, 38]
E [43, 37]
E [43, 36]
E [43, 35]
E [43, 34]
E [43, 33]
E [43, 32]
E [43, 31]
E [43, 30]
E [43, 29]
E [43, 28]
E [43, 27]
E [43, 26]
E [43, 25]
E [43, 24]
E [43, 23]
E [43, 22]
E [43, 21]
E [43, 20]
E [43, 19]
E [43, 18]
E [43, 17]
E [43, 16]
E [43, 15]
E [43, 14]
E [43, 13]
E [43, 12]
E [43, 11]
E [43, 10]
E [43, 9]
E [43, 8]
E [43, 7]
E [43, 6]
E [43, 5]
E [43, 4]
E [43, 3]
E [43, 2]
C [42, 2]
D [42, 3]
D [42, 4]
D [42, 5]
D [42, 6]
D [42, 7]
D [42, 8]
D [42, 9]
D [42, 10]
D [42, 11]
D [42, 12]
D [42, 13]
D [42, 14]
D [42, 15]
D [42, 16]
D [42, 17]
D [42, 18]
D [42, 19]
D [42, 20]
D [42, 21]
D [42, 22]
D [42, 23]
D [42, 24]
D [42, 25]
D [42, 26]
D [42, 27]
D [42, 28]
D [42, 29]
D [42, 30]
D [42, 31]
D [42, 32]
D [42, 33]
D [42, 34]
D [42, 35]
D [42, 36]
D [42, 37]
D [42, 38]
D [42, 39]
D [42, 40]
D [42, 41]
D [42, 42]
D [42, 43]
D [42, 44]
D [42, 45]
D [42, 46]
D [42, 47]
D [42, 48]
D [42, 49]
D [42, 50]
D [42, 51]
D [42, 52]
D [42, 53]
D [42, 54]
D [42, 55]
D [42, 56]
D [42, 57]
D [42, 58]
D [42, 59]
D [42, 60]
D [42, 61]
D [42, 62]
D [42, 63]
D [42, 64]
D [42, 65]
D [42, 66]
D [42, 67]
D [42, 68]
D [42, 69]
D [42, 70]
D [42, 71]
D [42, 72]
D [42, 73]
D [42, 74]
D [42, 75]
D [42, 76]
D [42, 77]
D [42, 78]
D [42, 79]
D [42, 80]
D [42, 81]
D [42, 82]
D [42, 83]
D [42, 84]
D [42, 85]
D [42, 86]
D [42, 87]
D [42, 88]
D [42, 89]
D [42, 90]
D [42, 91]
D [42, 92]
D [42, 93]
D [42, 94]
D [42, 95]
D [42, 96]
D [42, 97]
C [41, 97]
E [41, 96]
E [41, 95]
E [41, 94]
E [41, 93]
E [41, 92]
E [41, 91]
E [41, 90]
E [41, 89]
E [41, 88]
E [41, 87]
E [41, 86]
E [41, 85]
E [41, 84]
E [41, 83]
E [41, 82]
E [41, 81]
E [41, 80]
E [41, 79]
E [41, 78]
E [41, 77]
E [41, 76]
E [41, 75]
E [41, 74]
E [41, 73]
E [41, 72]
E [41, 71]
E [41, 70]
E [41, 69]
E [41, 68]
E [41, 67]
E [41, 66]
E [41, 65]
E [41, 64]
E [41, 63]
E [41, 62]
E [41, 61]
E [41, 60]
E [41, 59]
E [41, 58]
E [41, 57]
E [41, 56]
E [41, 55]
E [41, 54]
E [41, 53]
E [41, 52]
E [41, 51]
E [41, 50]
E [41, 49]
E [41, 48]
E [41, 47]
E [41, 46]
E [41, 45]
E [41, 44]
E [41, 43]
E [41, 42]
E [41, 41]
E [41, 40]
E [41, 39]
E [41, 38]
E [41, 37]
E [41, 36]
E [41, 35]
E [41, 34]
E [41, 33]
E [41, 32]
E [41, 31]
E [41, 30]
E [41, 29]
E [41, 28]
E [41, 27]
E [41, 26]
E [41, 25]
E [41, 24]
E [41, 23]
E [41, 22]
E [41, 21]
E [41, 20]
E [41, 19]
E [41, 18]
E [41, 17]
E [41, 16]
E [41, 15]
E [41, 14]
E [41, 13]
E [41, 12]
E [41, 11]
E [41, 10]
E [41, 9]
E [41, 8]
E [41, 7]
E [41, 6]
E [41, 5]
E [41, 4]
E [41, 3]
E [41, 2]
C [40, 2]
D [40, 3]
D [40, 4]
D [40, 5]
D [40, 6]
D [40, 7]
D [40, 8]
D [40, 9]
D [40, 10]
D [40, 11]
D [40, 12]
D [40, 13]
D [40, 14]
D [40, 15]
D [40, 16]
D [40, 17]
D [40, 18]
D [40, 19]
D [40, 20]
D [40, 21]
D [40, 22]
D [40, 23]
D [40, 24]
D [40, 25]
D [40, 26]
D [40, 27]
D [40, 28]
D [40, 29]
D [40, 30]
D [40, 31]
D [40, 32]
D [40, 33]
D [40, 34]
D [40, 35]
D [40, 36]
D [40, 37]
D [40, 38]
D [40, 39]
D [40, 40]
D [40, 41]
D [40, 42]
D [40, 43]
D [40, 44]
D [40, 45]
D [40, 46]
D [40, 47]
D [40, 48]
D [40, 49]
D [40, 50]
D [40, 51]
D [40, 52]
D [40, 53]
D [40, 54]
D [40, 55]
D [40, 56]
D [40, 57]
D [40, 58]
D [40, 59]
D [40, 60]
D [40, 61]
D [40, 62]
D [40, 63]
D [40, 64]
D [40, 65]
D [40, 66]
D [40, 67]
D [40, 68]
D [40, 69]
D [40, 70]
D [40, 71]
D [40, 72]
D [40, 73]
D [40, 74]
D [40, 75]
D [40, 76]
D [40, 77]
D [40, 78]
D [40, 79]
D [40, 80]
D [40, 81]
D [40, 82]
D [40, 83]
D [40, 84]
D [40, 85]
D [40, 86]
D [40, 87]
D [40, 88]
D [40, 89]
D [40, 90]
D [40, 91]
D [40, 92]
D [40, 93]
D [40, 94]
D [40, 95]
D [40, 96]
D [40, 97]
C [39, 97]
E [39, 96]
E [39, 95]
E [39, 94]
E [39, 93]
E [39, 92]
E [39, 91]
E [39, 90]
E [39, 89]
E [39, 88]
E [39, 87]
E [39, 86]
E [39, 85]
E [39, 84]
E [39, 83]
E [39, 82]
E [39, 81]
E [39, 80]
E [39, 79]
E [39, 78]
E [39, 77]
E [39, 76]
E [39, 75]
E [39, 74]
E [39, 73]
E [39, 72]
E [39, 71]
E [39, 70]
E [39, 69]
E [39, 68]
E [39, 67]
E [39, 66]
E [39, 65]
E [39, 64]
E [39, 63]
E [39, 62]
E [39, 61]
E [39, 60]
E [39, 59]
E [39, 58]
E [39, 57]
E [39, 56]
E [39, 55]
E [39, 54]
E [39, 53]
E [39, 52]
E [39, 51]
E [39, 50]
E [39, 49]
E [39, 48]
E [39, 47]
E [39, 46]
E [39, 45]
E [39, 44]
E [39, 43]
E [39, 42]
E [39, 41]
E [39, 40]
E [39, 39]
E [39, 38]
E [39, 37]
E [39, 36]
E [39, 35]
E [39, 34]
E [39, 33]
E [39, 32]
E [39, 31]
E [39, 30]
E [39, 29]
E [39, 28]
E [39, 27]
E [39, 26]
E [39, 25]
E [39, 24]
E [39, 23]
E [39, 22]
E [39, 21]
E [39, 20]
E [39, 19]
E [39, 18]
E [39, 17]
E [39, 16]
E [39, 15]
E [39, 14]
E [39, 13]
E [39, 12]
E [39, 11]
E [39, 10]
E [39, 9]
E [39, 8]
E [39, 7]
E [39, 6]
E [39, 5]
E [39, 4]
E [39, 3]
E [39, 2]
C [38, 2]
D [38, 3]
D [38, 4]
D [38, 5]
D [38, 6]
D [38, 7]
D [38, 8]
D [38, 9]
D [38, 10]
D [38, 11]
D [38, 12]
D [38, 13]
D [38, 14]
D [38, 15]
D [38, 16]
D [38, 17]
D [38, 18]
D [38, 19]
D [38, 20]
D [38, 21]
D [38, 22]
D [38, 23]
D [38, 24]
D [38, 25]
D [38, 26]
D [38, 27]
D [38, 28]
D [38, 29]
D [38, 30]
D [38, 31]
D [38, 32]
D [38, 33]
D [38, 34]
D [38, 35]
D [38, 36]
D [38, 37]
D [38, 38]
D [38, 39]
D [38, 40]
D [38, 41]
D [38, 42]
D [38, 43]
D [38, 44]
D [38, 45]
D [38, 46]
D [38, 47]
D [38, 48]
D [38, 49]
D [38, 50]
D [38, 51]
D [38, 52]
D [38, 53]
D [38, 54]
D [38, 55]
D [38, 56]
D [38, 57]
D [38, 58]
D [38, 59]
D [38, 60]
D [38, 61]
D [38, 62]
D [38, 63]
D [38, 64]
D [38, 65]
D [38, 66]
D [38, 67]
D [38, 68]
D [38, 69]
D [38, 70]
D [38, 71]
D [38, 72]
D [38, 73]
D [38, 74]
D [38, 75]
D [38, 76]
D [38, 77]
D [38, 78]
D [38, 79]
D [38, 80]
D [38, 81]
D [38, 82]
D [38, 83]
D [38, 84]
D [38, 85]
D [38, 86]
D [38, 87]
D [38, 88]
D [38, 89]
D [38, 90]
D [38, 91]
D [38, 92]
D [38, 93]
D [38, 94]
D [38, 95]
D [38, 96]
D [38, 97]
C [37, 97]
E [37, 96]
E [37, 95]
E [37, 94]
E [37, 93]
E [37, 92]
E [37, 91]
E [37, 90]
E [37, 89]
E [37, 88]
E [37, 87]
E [37, 86]
E [37, 85]
E [37, 84]
E [37, 83]
E [37, 82]
E [37, 81]
E [37, 80]
E [37, 79]
E [37, 78]
E [37, 77]
E [37, 76]
E [37, 75]
E [37, 74]
E [37, 73]
E [37, 72]
E [37, 71]
E [37, 70]
E [37, 69]
E [37, 68]
E [37, 67]
E [37, 66]
E [37, 65]
E [37, 64]
E [37, 63]
E [37, 62]
E [37, 61]
E [37, 60]
E [37, 59]
E [37, 58]
E [37, 57]
E [37, 56]
E [37, 55]
E [37, 54]
E [37, 53]
E [37, 52]
E [37, 51]
E [37, 50]
E [37, 49]
E [37, 48]
E [37, 47]
E [37, 46]
E [37, 45]
E [37, 44]
E [37, 43]
E [37, 42]
E [37, 41]
E [37, 40]
E [37, 39]
E [37, 38]
E [37, 37]
E [37, 36]
E [37, 35]
E [37, 34]
E [37, 33]
E [37, 32]
E [37, 31]
E [37, 30]
E [37, 29]
E [37, 28]
E [37, 27]
E [37, 26]
E [37, 25]
E [37, 24]
E [37, 23]
E [37, 22]
E [37, 21]
E [37, 20]
E [37, 19]
E [37, 18]
E [37, 17]
E [37, 16]
E [37, 15]
E [37, 14]
E [37, 13]
E [37, 12]
E [37, 11]
E [37, 10]
E [37, 9]
E [37, 8]
E [37, 7]
E [37, 6]
E [37, 5]
E [37, 4]
E [37, 3]
E [37, 2]
C [36, 2]
D [36, 3]
D [36, 4]
D [36, 5]
D [36, 6]
D [36, 7]
D [36, 8]
D [36, 9]
D [36, 10]
D [36, 11]
D [36, 12]
D [36, 13]
D [36, 14]
D [36, 15]
D [36, 16]
D [36, 17]
D [36, 18]
D [36, 19]
D [36, 20]
D [36, 21]
D [36, 22]
D [36, 23]
D [36, 24]
D [36, 25]
D [36, 26]
D [36, 27]
D [36, 28]
D [36, 29]
D [36, 30]
D [36, 31]
D [36, 32]
D [36, 33]
D [36, 34]
D [36, 35]
D [36, 36]
D [36, 37]
D [36, 38]
D [36, 39]
D [36, 40]
D [36, 41]
D [36, 42]
D [36, 43]
D [36, 44]
D [36, 45]
D [36, 46]
D [36, 47]
D [36, 48]
D [36, 49]
D [36, 50]
D [36, 51]
D [36, 52]
D [36, 53]
D [36, 54]
D [36, 55]
D [36, 56]
D [36, 57]
D [36, 58]
D [36, 59]
D [36, 60]
D [36, 61]
D [36, 62]
D [36, 63]
D [36, 64]
D [36, 65]
D [36, 66]
D [36, 67]
D [36, 68]
D [36, 69]
D [36, 70]
D [36, 71]
D [36, 72]
D [36, 73]
D [36, 74]
D [36, 75]
D [36, 76]
D [36, 77]
D [36, 78]
D [36, 79]
D [36, 80]
D [36, 81]
D [36, 82]
D [36, 83]
D [36, 84]
D [36, 85]
D [36, 86]
D [36, 87]
D [36, 88]
D [36, 89]
D [36, 90]
D [36, 91]
D [36, 92]
D [36, 93]
D [36, 94]
D [36, 95]
D [36, 96]
D [36, 97]
C [35, 97]
E [35, 96]
E [35, 95]
E [35, 94]
E [35, 93]
E [35, 92]
E [35, 91]
E [35, 90]
E [35, 89]
E [35, 88]
E [35, 87]
E [35, 86]
E [35, 85]
E [35, 84]
E [35, 83]
E [35, 82]
E [35, 81]
E [35, 80]
E [35, 79]
E [35, 78]
E [35, 77]
E [35, 76]
E [35, 75]
E [35, 74]
E [35, 73]
E [35, 72]
E [35, 71]
E [35, 70]
E [35, 69]
E [35, 68]
E [35, 67]
E [35, 66]
E [35, 65]
E [35, 64]
E [35, 63]
E [35, 62]
E [35, 61]
E [35, 60]
E [35, 59]
E [35, 58]
E [35, 57]
E [35, 56]
E [35, 55]
E [35, 54]
E [35, 53]
E [35, 52]
E [35, 51]
E [35, 50]
E [35, 49]
E [35, 48]
E [35, 47]
E [35, 46]
E [35, 45]
E [35, 44]
E [35, 43]
E [35, 42]
E [35, 41]
E [35, 40]
E [35, 39]
E [35, 38]
E [35, 37]
E [35, 36]
E [35, 35]
E [35, 34]
E [35, 33]
E [35, 32]
E [35, 31]
E [35, 30]
E [35, 29]
E [35, 28]
E [35, 27]
E [35, 26]
E [35, 25]
E [35, 24]
E [35, 23]
E [35, 22]
E [35, 21]
E [35, 20]
E [35, 19]
E [35, 18]
E [35, 17]
E [35, 16]
E [35, 15]
E [35, 14]
E [35, 13]
E [35, 12]
E [35, 11]
E [35, 10]
E [35, 9]
E [35, 8]
E [35, 7]
E [35, 6]
E [35, 5]
E [35, 4]
E [35, 3]
E [35, 2]
C [34, 2]
D [34, 3]
D [34, 4]
D [34, 5]
D [34, 6]
D [34, 7]
D [34, 8]
D [34, 9]
D [34, 10]
D [34, 11]
D [34, 12]
D [34, 13]
D [34, 14]
D [34, 15]
D [34, 16]
D [34, 17]
D [34, 18]
D [34, 19]
D [34, 20]
D [34, 21]
D [34, 22]
D [34, 23]
D [34, 24]
D [34, 25]
D [34, 26]
D [34, 27]
D [34, 28]
D [34, 29]
D [34, 30]
D [34, 31]
D [34, 32]
D [34, 33]
D [34, 34]
D [34, 35]
D [34, 36]
D [34, 37]
D [34, 38]
D [34, 39]
D [34, 40]
D [34, 41]
D [34, 42]
D [34, 43]
D [34, 44]
D [34, 45]
D [34, 46]
D [34, 47]
D [34, 48]
D [34, 49]
D [34, 50]
D [34, 51]
D [34, 52]
D [34, 53]
D [34, 54]
D [34, 55]
D [34, 56]
D [34, 57]
D [34, 58]
D [34, 59]
D [34, 60]
D [34, 61]
D [34, 62]
D [34, 63]
D [34, 64]
D [34, 65]
D [34, 66]
D [34, 67]
D [34, 68]
D [34, 69]
D [34, 70]
D [34, 71]
D [34, 72]
D [34, 73]
D [34, 74]
D [34, 75]
D [34, 76]
D [34, 77]
D [34, 78]
D [34, 79]
D [34, 80]
D [34, 81]
D [34, 82]
D [34, 83]
D [34, 84]
D [34, 85]
D [34, 86]
D [34, 87]
D [34, 88]
D [34, 89]
D [34, 90]
D [34, 91]
D [34, 92]
D [34, 93]
D [34, 94]
D [34, 95]
D [34, 96]
D [34, 97]
C [33, 97]
E [33, 96]
E [33, 95]
E [33, 94]
E [33, 93]
E [33, 92]
E [33, 91]
E [33, 90]
E [33, 89]
E [33, 88]
E [33, 87]
E [33, 86]
E [33, 85]
E [33, 84]
E [33, 83]
E [33, 82]
E [33, 81]
E [33, 80]
E [33, 79]
E [33, 78]
E [33, 77]
E [33, 76]
E [33, 75]
E [33, 74]
E [33, 73]
E [33, 72]
E [33, 71]
E [33, 70]
E [33, 69]
E [33, 68]
E [33, 67]
E [33, 66]
E [33, 65]
E [33, 64]
E [33, 63]
E [33, 62]
E [33, 61]
E [33, 60]
E [33, 59]
E [33, 58]
E [33, 57]
E [33, 56]
E [33, 55]
E [33, 54]
E [33, 53]
E [33, 52]
E [33, 51]
E [33, 50]
E [33, 49]
E [33, 48]
E [33, 47]
E [33, 46]
E [33, 45]
E [33, 44]
E [33, 43]
E [33, 42]
E [33, 41]
E [33, 40]
E [33, 39]
E [33, 38]
E [33, 37]
E [33, 36]
E [33, 35]
E [33, 34]
E [33, 33]
E [33, 32]
E [33, 31]
E [33, 30]
E [33, 29]
E [33, 28]
E [33, 27]
E [33, 26]
E [33, 25]
E [33, 24]
E [33, 23]
E [33, 22]
E [33, 21]
E [33, 20]
E [33, 19]
E [33, 18]
E [33, 17]
E [33, 16]
E [33, 15]
E [33, 14]
E [33, 13]
E [33, 12]
E [33, 11]
E [33, 10]
E [33, 9]
E [33, 8]
E [33, 7]
E [33, 6]
E [33, 5]
E [33, 4]
E [33, 3]
E [33, 2]
C [32, 2]
D [32, 3]
D [32, 4]
D [32, 5]
D [32, 6]
D [32, 7]
D [32, 8]
D [32, 9]
D [32, 10]
D [32, 11]
D [32, 12]
D [32, 13]
D [32, 14]
D [32, 15]
D [32, 16]
D [32, 17]
D [32, 18]
D [32, 19]
D [32, 20]
D [32, 21]
D [32, 22]
D [32, 23]
D [32, 24]
D [32, 25]
D [32, 26]
D [32, 27]
D [32, 28]
D [32, 29]
D [32, 30]
D [32, 31]
D [32, 32]
D [32, 33]
D [32, 34]
D [32, 35]
D [32, 36]
D [32, 37]
D [32, 38]
D [32, 39]
D [32, 40]
D [32, 41]
D [32, 42]
D [32, 43]
D [32, 44]
D [32, 45]
D [32, 46]
D [32, 47]
D [32, 48]
D [32, 49]
D [32, 50]
D [32, 51]
D [32, 52]
D [32, 53]
D [32, 54]
D [32, 55]
D [32, 56]
D [32, 57]
D [32, 58]
D [32, 59]
D [32, 60]
D [32, 61]
D [32, 62]
D [32, 63]
D [32, 64]
D [32, 65]
D [32, 66]
D [32, 67]
D [32, 68]
D [32, 69]
D [32, 70]
D [32, 71]
D [32, 72]
D [32, 73]
D [32, 74]
D [32, 75]
D [32, 76]
D [32, 77]
D [32, 78]
D [32, 79]
D [32, 80]
D [32, 81]
D [32, 82]
D [32, 83]
D [32, 84]
D [32, 85]
D [32, 86]
D [32, 87]
D [32, 88]
D [32, 89]
D [32, 90]
D [32, 91]
D [32, 92]
D [32, 93]
D [32, 94]
D [32, 95]
D [32, 96]
D [32, 97]
C [31, 97]
E [31, 96]
E [31, 95]
E [31, 94]
E [31, 93]
E [31, 92]
E [31, 91]
E [31, 90]
E [31, 89]
E [31, 88]
E [31, 87]
E [31, 86]
E [31, 85]
E [31, 84]
E [31, 83]
E [31, 82]
E [31, 81]
E [31, 80]
E [31, 79]
E [31, 78]
E [31, 77]
E [31, 76]
E [31, 75]
E [31, 74]
E [31, 73]
E [31, 72]
E [31, 71]
E [31, 70]
E [31, 69]
E [31, 68]
E [31, 67]
E [31, 66]
E [31, 65]
E [31, 64]
E [31, 63]
E [31, 62]
E [31, 61]
E [31, 60]
E [31, 59]
E [31, 58]
E [31, 57]
E [31, 56]
E [31, 55]
E [31, 54]
E [31, 53]
E [31, 52]
E [31, 51]
E [31, 50]
E [31, 49]
E [31, 48]
E [31, 47]
E [31, 46]
E [31, 45]
E [31, 44]
E [31, 43]
E [31, 42]
E [31, 41]
E [31, 40]
E [31, 39]
E [31, 38]
E [31, 37]
E [31, 36]
E [31, 35]
E [31, 34]
E [31, 33]
E [31, 32]
E [31, 31]
E [31, 30]
E [31, 29]
E [31, 28]
E [31, 27]
